author,git-repo,name,description,license,type
CancerCollaboratory,https://github.com/CancerCollaboratory/dockstore-tool-bedgraph-bigwig,CancerCollaboratory/dockstore-tool-bedgraph-bigwig,From https://github.com/common-workflow-language/workflows,,CWL
CancerCollaboratory,https://github.com/CancerCollaboratory/dockstore-tool-bedtools-genomecov,CancerCollaboratory/dockstore-tool-bedtools-genomecov,From https://github.com/common-workflow-language/workflows,,CWL
CancerCollaboratory,https://github.com/CancerCollaboratory/dockstore-tool-bwa-aln,CancerCollaboratory/dockstore-tool-bwa-aln,Adapted from https://github.com/common-workflow-language/workflows,,CWL
CancerCollaboratory,https://github.com/CancerCollaboratory/dockstore-tool-bwa-mem,CancerCollaboratory/dockstore-tool-bwa-mem,From https://github.com/common-workflow-language/workflows,,CWL
CancerCollaboratory,https://github.com/CancerCollaboratory/dockstore-tool-bwa-samse,CancerCollaboratory/dockstore-tool-bwa-samse,From https://github.com/common-workflow-language/workflows,,CWL
CancerCollaboratory,https://github.com/CancerCollaboratory/dockstore-tool-liftover,CancerCollaboratory/dockstore-tool-liftover,From https://github.com/common-workflow-language/workflows,,CWL
CancerCollaboratory,https://github.com/CancerCollaboratory/dockstore-tool-linux-sort,CancerCollaboratory/dockstore-tool-linux-sort,From https://github.com/common-workflow-language/workflows,,CWL
CancerCollaboratory,https://github.com/CancerCollaboratory/dockstore-tool-samtools-index,CancerCollaboratory/dockstore-tool-samtools-index,From https://github.com/common-workflow-language/workflows,,CWL
CancerCollaboratory,https://github.com/CancerCollaboratory/dockstore-tool-samtools-rmdup,CancerCollaboratory/dockstore-tool-samtools-rmdup,Adapted from https://github.com/common-workflow-language/workflows,,CWL
CancerCollaboratory,https://github.com/CancerCollaboratory/dockstore-tool-samtools-sort,CancerCollaboratory/dockstore-tool-samtools-sort, Adapted from https://github.com/common-workflow-language/workflows ,,CWL
CancerCollaboratory,https://github.com/CancerCollaboratory/dockstore-tool-samtools-view,CancerCollaboratory/dockstore-tool-samtools-view, Adapted from https://github.com/common-workflow-language/workflows ,,CWL
CBICA,https://github.com/CBICA/CmdParser,CBICA/CmdParser,An easy to use Command Line Parser and Common Workflow Language (CWL) specification creater/reader,NOASSERTION,CWL
chanzuckerberg,https://github.com/chanzuckerberg/miniwdl,chanzuckerberg/miniwdl,A static analysis toolkit for the Workflow Description Language,MIT,CWL
chop-dbhi,https://github.com/chop-dbhi/style-guides,chop-dbhi/style-guides,Style guides and workflows for various languages and tools,,CWL
cidles,https://github.com/cidles/poio-api,cidles/poio-api,Poio API is a free and open source Python library to access and search data from language documentation in your linguistic analysis workflow. It converts file formats like Elan’s EAF  Toolbox files  Typecraft XML and others into annotation graphs as defined in ISO 24612. Those graphs  for which we use an implementation called “Graph Annotation Framework” (GrAF)  allow unified access to linguistic data from a wide range sources.,Apache-2.0,CWL
common-workflow-language,https://github.com/common-workflow-language/common-workflow-language,common-workflow-language/common-workflow-language,Repository for the CWL standards. Use https://www.biostars.org/t/cwl/ for support 😊,Apache-2.0,CWL
common-workflow-language,https://github.com/common-workflow-language/common-workflow-language.github.io,common-workflow-language/common-workflow-language.github.io,GitHub pages source for the main CWL website  derived from https://github.com/common-workflow-language/cwl-website,,CWL
common-workflow-language,https://github.com/common-workflow-language/cwldep,common-workflow-language/cwldep,Common Workflow Language dependency manager,Apache-2.0,CWL
common-workflow-language,https://github.com/common-workflow-language/cwlprov-py,common-workflow-language/cwlprov-py,cwlprov: Command line tool and Python API to explore Research Objects containing provenance of Common Workflow Language executions,Apache-2.0,CWL
common-workflow-language,https://github.com/common-workflow-language/cwltool,common-workflow-language/cwltool,Common Workflow Language reference implementation,Apache-2.0,CWL
common-workflow-language,https://github.com/common-workflow-language/cwlviewer,common-workflow-language/cwlviewer,A web application to view and share Common Workflow Language workflows,Apache-2.0,CWL
common-workflow-language,https://github.com/common-workflow-language/wdl2cwl,common-workflow-language/wdl2cwl,Convert Workflow Definition Language (WDL) to CWL,Apache-2.0,CWL
CompEpigen,https://github.com/CompEpigen/ATACseq_workflows,CompEpigen/ATACseq_workflows,Workflows for processing of ATAC-seq Data based on the Common Workflow Language (CWL),,CWL
CompEpigen,https://github.com/CompEpigen/ChIPseq_workflows,CompEpigen/ChIPseq_workflows,Workflows for processing of ChIP-seq  ChIPmentation  and Cut&Run data based on the Common Workflow Language,,CWL
corticometrics,https://github.com/corticometrics/fs-cwl,corticometrics/fs-cwl,Common workflow language wrappers and workflow for FreeSurfer,,CWL
Dasync,https://github.com/Dasync/Dasync,Dasync/Dasync,Distributed services and workflows with C#-native language features,NOASSERTION,CWL
deanishe,https://github.com/deanishe/alfred-searchio,deanishe/alfred-searchio,Alfred workflow to auto-suggest search results from multiple search engines and languages.,MIT,CWL
digitaldavenyc,https://github.com/digitaldavenyc/backbone.js-require.js-compass-sass-boilerplate,digitaldavenyc/backbone.js-require.js-compass-sass-boilerplate,Boilerplate template for Backbone.js  Require.js  Compass & SASS on front-end development. By combining these frameworks it creates a workflow similar to ActionScript or other OO languages,,CWL
djhshih,https://github.com/djhshih/wdl-canales,djhshih/wdl-canales,Bioinformatic pipelines written in the Workflow Description Language,GPL-3.0,CWL
dnanexus,https://github.com/dnanexus/dxWDL,dnanexus/dxWDL,Workflow Description Language compiler for the DNAnexus platform,Apache-2.0,CWL
Duke-GCB,https://github.com/Duke-GCB/MMAP-cwl,Duke-GCB/MMAP-cwl,Common Workflow Language tool and workflow definitions for MMAP pipeline,,CWL
epam,https://github.com/epam/pipeline-builder,epam/pipeline-builder,Pipeline Builder is a JavaScript library for visualizing and constructing bioinformatics workflows  using Workflow Description Language (WDL),MIT,CWL
FabienneL,https://github.com/FabienneL/BioNet-Mining,FabienneL/BioNet-Mining,The biological network mining workflow identifies frequent structural patterns in biochemical reaction networks encoded in the Systems Biology Markup Language (SBML),,CWL
guixwl,https://github.com/guixwl/gwl-starter,guixwl/gwl-starter,A repository serving as a template to get started with writing workflows with the Guix Workflow Language.,GPL-3.0,CWL
hacchy1983,https://github.com/hacchy1983/CWL-workflows,hacchy1983/CWL-workflows,Workflows written in common workflow language (CWL),GPL-3.0,CWL
halilozercan,https://github.com/halilozercan/coinami-workflow,halilozercan/coinami-workflow,Workflow description of Coinami in Common Workflow Language,,CWL
horizongir,https://github.com/horizongir/bonsai.examples,horizongir/bonsai.examples,A collection of example workflows and applications created with the Bonsai visual programming language.,MIT,CWL
jackric,https://github.com/jackric/agenda,jackric/agenda,Natural language workflow scheduling engine,,CWL
jefferys,https://github.com/jefferys/cwl,jefferys/cwl,Common workflow language support,NOASSERTION,CWL
jeremyneedle,https://github.com/jeremyneedle/pseudowords,jeremyneedle/pseudowords,Sharing workflows for building and applying phonotactic ngram language models.,,CWL
jevasQ,https://github.com/jevasQ/internship-project,jevasQ/internship-project,Conversion of the SNP-DISCOVERY-PIPELINE tools and codes into COMMON WORKFLOW LANGUAGE. ,,CWL
joelea,https://github.com/joelea/flexible-browserify-generator,joelea/flexible-browserify-generator,Yeoman generator for a gulp/browserify workflow for js-based language projects,Apache-2.0,CWL
joergen7,https://github.com/joergen7/cuneiform-legacy,joergen7/cuneiform-legacy,A Functional Workflow Language,Apache-2.0,CWL
joergen7,https://github.com/joergen7/cuneiform,joergen7/cuneiform,Cuneiform distributed programming language,Apache-2.0,CWL
jpellman,https://github.com/jpellman/AFNI-CWL,jpellman/AFNI-CWL,AFNI commands wrapped in Common Workflow Language.,,CWL
kaplejon,https://github.com/kaplejon/my_little_git,kaplejon/my_little_git,A git repo for learning git workflow and the Ruby programming language,,CWL
kaspar128,https://github.com/kaspar128/TVPaint,kaspar128/TVPaint,TVPaint-scripts(GEORGE-language) that helped me with my workflow,,CWL
kb634,https://github.com/kb634/crossminer,kb634/crossminer,Domain-specific language and execution engine for running workflows for repository mining ,,CWL
kblin,https://github.com/kblin/cwl-antismash,kblin/cwl-antismash,First try wrapping antiSMASH in a Common Workflow Language description,CC-BY-4.0,CWL
kdmurray91,https://github.com/kdmurray91/usc-demo,kdmurray91/usc-demo,Demo of the userspace containers project at the Common Workflow Language,NOASSERTION,CWL
knat,https://github.com/knat/Metah,knat/Metah,A Workflow Metaprogramming Language,NOASSERTION,CWL
krishr2d2,https://github.com/krishr2d2/cd_mini_project,krishr2d2/cd_mini_project,A mini visualization language that uses figures like rectangles and lines to show the workflow of algorithms(intended for sorting) written using python. The project uses python's PLY module.,,CWL
kundajelab,https://github.com/kundajelab/chipseq_pipeline2,kundajelab/chipseq_pipeline2,TF/Histone ChIP-Seq pipeline2 based on WDL (workflow definition language),MIT,CWL
Kunstmaan,https://github.com/Kunstmaan/KunstmaanBundlesCMS,Kunstmaan/KunstmaanBundlesCMS,An advanced yet user-friendly content management system  based on the full stack Symfony framework combined with a whole host of community bundles. It provides a full featured  multi-language CMS system with an innovative page and form assembling process  versioning  workflow  translation and media managers and much more.,MIT,CWL
kzhang098,https://github.com/kzhang098/WIPS,kzhang098/WIPS,A Workflow Language Interpreter and System developed using Java and JavaFX,,CWL
LanguageMachines,https://github.com/LanguageMachines/LuigiNLP,LanguageMachines/LuigiNLP,A workflow system for Natural Language Processing.,GPL-3.0,CWL
LanguageMachines,https://github.com/LanguageMachines/PICCL,LanguageMachines/PICCL,A set of workflows for corpus building through OCR  post-correction  modernization of historic language and Natural Language Processing,GPL-3.0,CWL
leereilly,https://github.com/leereilly/translation-services,leereilly/translation-services,A workflow for translating copy from one language to another using professional services,,CWL
linsalrob,https://github.com/linsalrob/CommonWorkflowLanguage,linsalrob/CommonWorkflowLanguage,CWL codes and examples for searchSRA.org,MIT,CWL
liuweiathust,https://github.com/liuweiathust/cwl_taste,liuweiathust/cwl_taste,try to use CWL (common workflow language) to build workflows,,CWL
luci,https://github.com/luci/recipes-py,luci/recipes-py,A testable  cross-platform  workflow description language (in python).,Apache-2.0,CWL
maasha,https://github.com/maasha/BioDSL,maasha/BioDSL,BioDSL (pronounced Biodiesel) is a Domain Specific Language for creating bioinformatic analysis workflows.,GPL-2.0,CWL
mainulhossain,https://github.com/mainulhossain/phenowl,mainulhossain/phenowl,Phenotype Workflow Language: A Declarative Language for Phenotype Data Processing,MIT,CWL
manuelesimi,https://github.com/manuelesimi/NextflowWorkbench,manuelesimi/NextflowWorkbench,The Nextflow Workbench is a set of languages developed with the Jetbrains MPS Language Workbench that make it easier to write data analysis workflows with Nextflow.,NOASSERTION,CWL
marcoslimagon,https://github.com/marcoslimagon/mawor,marcoslimagon/mawor,Simplest machine workflow mechanism for both .net  java and other languages. The target is to provide only the main interfaces making easy to adapt for many scenarios,MIT,CWL
MatheusWorkflow,https://github.com/MatheusWorkflow/WorkFlow,MatheusWorkflow/WorkFlow, language C,,CWL
mathsaey,https://github.com/mathsaey/skitter,mathsaey/skitter,A Domain Specific Language for Distributed  Reactive Workflows,MPL-2.0,CWL
MattAllen92,https://github.com/MattAllen92/Data-Science-Basics,MattAllen92/Data-Science-Basics,A repository where I can store my data science material  I aim to populate it with Jupyter Notebook files  scripts and documents describing the core workflow and methods required for a sound understanding of the key data science principles in Python (and snippets from other languages).,,CWL
Mijathi,https://github.com/Mijathi/groovy-alfred-workflows,Mijathi/groovy-alfred-workflows,Collection of workflows for alfred app based on the groovy language. In short Galfred.,,CWL
mikehadlow,https://github.com/mikehadlow/Mike.DistributedLua,mikehadlow/Mike.DistributedLua,A sample using Lua as a distributed workflow scripting language,,CWL
mmulji,https://github.com/mmulji/insurance-sales-workflow,mmulji/insurance-sales-workflow,Code to model Insurance Sales Workflow in a number of different languages,,CWL
moosichu,https://github.com/moosichu/continuous-integration-workshop,moosichu/continuous-integration-workshop,This repository contains the learning materials for the workshop on how to create a continuous integration workflow. The skills being taught apply to a variety of languages  tools and setups. But Gradle  Java  Git and Travis CI form the foundation of this workshop.,MIT,CWL
morloc-project,https://github.com/morloc-project/morloc,morloc-project/morloc,A typed  multilingual  functional workflow language,GPL-3.0,CWL
mpaiva,https://github.com/mpaiva/material-resume,mpaiva/material-resume,Professional Resume using Google's Material Design visual language. Built using modern web development workflow tools  such as Bower for package mamagement  Gulp and plugins for web development task management  Jade as HTML template language and Materialize SASS as CSS scaffolding. ,,CWL
mpco,https://github.com/mpco/AlfredWorkflow-App-Language-Switcher,mpco/AlfredWorkflow-App-Language-Switcher,,,CWL
mrjones2014,https://github.com/mrjones2014/alfred-youtrack-query,mrjones2014/alfred-youtrack-query,An Alfred Workflow to query a YouTrack server with YouTrack Query Language auto-complete,MIT,CWL
NAL-i5K,https://github.com/NAL-i5K/CWL_Common-Workflow-Language,NAL-i5K/CWL_Common-Workflow-Language,A workflow to make organism onboarding pipeline easy to handle as an I/O pipeline,,CWL
nanw16,https://github.com/nanw16/RstanWorkflow,nanw16/RstanWorkflow,We would like create Bayesian workflows following A quick-start introduction to Stan for economists by Jim Savage for all example models in Stan Modeling Language User's Guide and Reference Manual by Stan Development Team.,,CWL
naturalis,https://github.com/naturalis/cwl-master-project,naturalis/cwl-master-project,Source code in Common Workflow Language for sharing pipelines between Rijk Zwaan and Naturalis,,CWL
NBISweden,https://github.com/NBISweden/Grapevine,NBISweden/Grapevine,A natural language based workflow management system,GPL-3.0,CWL
NBISweden,https://github.com/NBISweden/workflow-tools-evaluation,NBISweden/workflow-tools-evaluation,Evaluating workflow tools and formats  such as the Common Workflow Language (CWL) for possible use within NBIS,,CWL
NCIP,https://github.com/NCIP/cagrid-workflow,NCIP/cagrid-workflow,The caGrid-workflow repository contains the caGrid Workflow Service  which enables orchestration across caGrid services using Taverna's SCUFL language.,NOASSERTION,CWL
nebula-projects,https://github.com/nebula-projects/enchanter,nebula-projects/enchanter,Lightweight workflow service based on state machine language.,Apache-2.0,CWL
NETWAYS,https://github.com/NETWAYS/rt-extension-createlinkedtickets,NETWAYS/rt-extension-createlinkedtickets,Create linked tickets based on RT template language,,CWL
nlppln,https://github.com/nlppln/nlppln,nlppln/nlppln,NLP pipeline software using common workflow language,Apache-2.0,CWL
noah,https://github.com/noah/tickler-mail,noah/tickler-mail,Tickler file (boomerang) email workflow with natural language reminders - for users of Mutt and other command-line MUAs.,GPL-2.0,CWL
NuclearCookie,https://github.com/NuclearCookie/HelloWorldGO,NuclearCookie/HelloWorldGO,First go code to get to know the language and workflow,,CWL
ohsu-comp-bio,https://github.com/ohsu-comp-bio/common_workflow_language_schema,ohsu-comp-bio/common_workflow_language_schema,Jsonnet documents for building a Common Workflow Language Avro protocol,MIT,CWL
openwdl,https://github.com/openwdl/wdl,openwdl/wdl,Workflow Description Language - Specification and Implementations,BSD-3-Clause,CWL
Parsoa,https://github.com/Parsoa/Beatrice,Parsoa/Beatrice,Pipeline Assembler For The Common Workflow Language (CWL),,CWL
Pascal-So,https://github.com/Pascal-So/StreamGraph,Pascal-So/StreamGraph,Designing a concept  language  interpreter  workflow  whatevs...,MIT,CWL
peicheng2005,https://github.com/peicheng2005/STAR-FUSION-CWL-Pipeline,peicheng2005/STAR-FUSION-CWL-Pipeline,STAR-FUSION Pipeline in common workflow language,,CWL
phyllisstein,https://github.com/phyllisstein/language-github-actions,phyllisstein/language-github-actions,Syntax highlighting for GitHub Actions workflow files.,NOASSERTION,CWL
pitagora-galaxy,https://github.com/pitagora-galaxy/cwl,pitagora-galaxy/cwl,Common Workflow Language tools and workflows by Pitagora-Network,,CWL
PMCC-BioinformaticsCore,https://github.com/PMCC-BioinformaticsCore/shepherd,PMCC-BioinformaticsCore/shepherd,A language and engine agnostic workflow runner wrapper,,CWL
probablytom,https://github.com/probablytom/variflow,probablytom/variflow,A language for defining sociotechnical workflows with variance,MIT,CWL
prometheusresearch,https://github.com/prometheusresearch/action,prometheusresearch/action,Language for composable data-driven workflows,NOASSERTION,CWL
purecloudlabs,https://github.com/purecloudlabs/pseudoloc,purecloudlabs/pseudoloc,Generate pseudo-localized language strings in the normal course of your development workflow,Apache-2.0,CWL
pvanheus,https://github.com/pvanheus/cwltutorial,pvanheus/cwltutorial,Examples to help in a Common Workflow Language tutorial,MIT,CWL
pvanheus,https://github.com/pvanheus/repeatmasker_cwl,pvanheus/repeatmasker_cwl,Common Workflow Language tool definition for RepeatMasker,GPL-3.0,CWL
qkevinto,https://github.com/qkevinto/modular-email-workflow,qkevinto/modular-email-workflow,A simple modular email workflow built with gulp that also supports MailChimp's template styling language,MIT,CWL
Qordobacode,https://github.com/Qordobacode/nodejs-sdk,Qordobacode/nodejs-sdk,nodejs-sdk example ,NOASSERTION,CWL
qwwqe,https://github.com/qwwqe/Fenciqi,qwwqe/Fenciqi,Streamline textual language study workflow.,,CWL
rabix,https://github.com/rabix/benten,rabix/benten,[Pre-alpha] Workflow helper for Common Workflow Language,Apache-2.0,CWL
rabix,https://github.com/rabix/composer,rabix/composer,Visual and code editor for Common Workflow Language,Apache-2.0,CWL
rabix,https://github.com/rabix/cwl-ts,rabix/cwl-ts,Typescript data model for Common Workflow Language,Apache-2.0,CWL
rickadams2,https://github.com/rickadams2/WorkFlowStartPack,rickadams2/WorkFlowStartPack,Workflow for OOP languages ,,CWL
riordanp,https://github.com/riordanp/swbnlp,riordanp/swbnlp,simple workflow based natural language processing,,CWL
rmapes,https://github.com/rmapes/SparkWorkflow,rmapes/SparkWorkflow,A parallel workflow language,,CWL
sahilseth,https://github.com/sahilseth/flowr,sahilseth/flowr,Robust and efficient workflows using a simple language agnostic approach,NOASSERTION,CWL
sajadabedi,https://github.com/sajadabedi/Reverse-Text,sajadabedi/Reverse-Text,Fixing Figma RTL language problem with Alfred Workflow,,CWL
scipipe,https://github.com/scipipe/scipipe,scipipe/scipipe,SciPipe is a library for writing scientific workflows (sometimes also called pipelines) of shell commands that depend on each other  in the Go programming language (aka golang). It was initially designed for problems in cheminformatics and bioinformatics  but applies equally well to any domain involving complex pipelines of interdependent shell commands.,MIT,CWL
screx,https://github.com/screx/cwl-tutorial,screx/cwl-tutorial,This is a tutorial for Common Workflow Language (CWL),,CWL
Selonka,https://github.com/Selonka/wdl_nanorc,Selonka/wdl_nanorc,Syntax highlighting for WDL a workflow definition language,,CWL
simonsfoundation,https://github.com/simonsfoundation/bioinfo_pipelines_cwl,simonsfoundation/bioinfo_pipelines_cwl,Bioinformatics pipelines using Common Workflow Language and Docker.,MIT,CWL
siuyin,https://github.com/siuyin/wdot,siuyin/wdot,Workflow diagramming tool using ruby and graphviz dot language.,,CWL
stevetsa,https://github.com/stevetsa/Metaphlan-WDL,stevetsa/Metaphlan-WDL,This is a repository for Workflow Description Language (WDL) files  which are used to run analysis on the FireCloud.,,CWL
surf-eds,https://github.com/surf-eds/cwl-examples,surf-eds/cwl-examples,Common Workflow Language examples,Apache-2.0,CWL
tammojan,https://github.com/tammojan/dpppcwl,tammojan/dpppcwl,Trying the Common Workflow Language with DPPP,,CWL
taverna,https://github.com/taverna/taverna-scufl2,taverna/taverna-scufl2,SCUFL2 Taverna workflow language and API,,CWL
teamcgc,https://github.com/teamcgc/cgpbox-cwl,teamcgc/cgpbox-cwl,cgpbox pipeline adapted for common workflow language,,CWL
TMiguelT,https://github.com/TMiguelT/vue-cwl,TMiguelT/vue-cwl,Visualizer of CWL (Common Workflow Language) workflows for Vue,GPL-3.0,CWL
tobyhodges,https://github.com/tobyhodges/cwl-tutorial-files,tobyhodges/cwl-tutorial-files,Files for the Common Workflow Language tutorial,Apache-2.0,CWL
tom-tan,https://github.com/tom-tan/cwl-inspector,tom-tan/cwl-inspector,This tool provides a handy way to inspect properties of tools or workflows written in Common Workflow Language,MIT,CWL
tom-tan,https://github.com/tom-tan/flycheck-cwl,tom-tan/flycheck-cwl,Add on-the-fly checker for Common Workflow Language,Unlicense,CWL
UMCUGenetics,https://github.com/UMCUGenetics/gwl-atacseq,UMCUGenetics/gwl-atacseq,ATACseq pipeline using the Guix Workflow Language.,GPL-3.0,CWL
vgteam,https://github.com/vgteam/vg_wdl,vgteam/vg_wdl,Workflow Description Language (WDL) scripts for common vg workflows,MIT,CWL
zhanxw,https://github.com/zhanxw/wdl-mode,zhanxw/wdl-mode,WDL (Workflow Description Language) major mode,GPL-3.0,CWL
